id,language,context,target,max_width
1095,English,"Regarding highways, there are construction sites: bridges and junctions are being built. This can cause traffic, but in the long run safety and speed are gained. Bicycles are widely",used; many people go to work by bike.,383
1096,Italian,Le scuole hanno buone strade e i lavori pubblici sono in corso. I pendolari hanno percorsi più facili e più informazioni sugli orari. Spero che nei prossimi anni la città,diventi sempre più rispettosa dell’ambiente e della sicurezza.,595
1097,English,The schools have good roads and public works are in progress. Commuters have easier routes and more information about timetables. I hope that in the coming years the,city becomes more environmentally friendly and safe.,528
1098,Italian,"Nel 1997 la tecnologia sta cambiando molte cose. Ci sono computer e la televisione in molte case. La gente guarda i programmi, legge i giornali e riceve notizie. Alcuni dicono che la tecnologia rende la vita",più facile; altri hanno paura di perdere la privacy.,485
1099,English,"In 1997 technology is changing many things. There are computers and television in many homes. People watch programs, read newspapers, and receive news. Some say that technology",makes life easier; others fear losing privacy.,433
1100,Italian,"La filosofia ci chiede di usare la tecnologia per la dignità umana, non per la violenza o l'inganno. In una grande città, la vita è veloce. Ci sono","nuove aziende, idee diverse e scelte difficili.",436
1101,English,"Philosophy asks us to use technology for human dignity, not for violence or deceit. In a big city, life is fast. There are new","companies, different ideas, and difficult choices.",476
1102,Italian,"La scuola, la famiglia e i media hanno un ruolo. Insegnano a rispettare gli altri, a discutere e a chiedere scusa quando si sbaglia. La filosofia insegna anche a chiedere",perché e a non credere a tutto subito.,364
1103,English,"School, family and the media have a role. They teach to respect others, to discuss, and to apologize when one is wrong. Philosophy also teaches to ask why",and not to believe everything right away.,402
1104,Italian,"Le norme cambiano con il tempo e con le culture. In una società globale, convivono idee diverse. La filosofia aiuta a parlare con rispetto,",anche quando non si è d'accordo.,328
1105,English,"Norms change with time and with cultures. In a global society, different ideas live together. Philosophy helps to speak with respect,",even when one does not agree.,305
1106,Italian,"Oggi, 12 maggio 2005, si parla molto di startup e di capitale di rischio. Una startup è una piccola azienda con un'idea nuova. Spesso lavora con poco denaro, ma con molta energia. Il suo obiettivo è",creare un prodotto o un servizio che piaccia agli utenti.,538
1107,English,"Today, May 12, 2005, there is a lot of talk about startups and venture capital. A startup is a small company with a new idea. It often works with little money, but with a lot of energy. Its goal",is to create a product or service that users like.,455
1108,Italian,"Preferiscono vedere un prototipo o una versione iniziale del servizio. Nel 2005 i fondi di venture capital sono disponibili in molte regioni, ma non ovunque. Negli Stati Uniti e",in alcune parti d'Europa ci sono investimenti grandi.,512
1109,English,"They prefer to see a prototype or an initial version of the service. In 2005, venture capital funds are available in many regions, but not everywhere. In the United States and in",some parts of Europe there are large investments.,484
1110,Italian,"In Italia i progetti sono meno numerosi, ma nascono nuove iniziative di incubatori e corsi per imprenditori. Le università e i centri di ricerca aiutano i giovani a creare idee e a trasformarle in aziende. Le idee più diffuse sono software che si usano online,","siti web che offrono servizi, o modi per fare pubblicità sul web.",620
1111,English,"In Italy projects are fewer in number, but new initiatives of incubators and courses for entrepreneurs are growing. Universities and research centers help young people create ideas and turn them into companies. The most common ideas are software used online,","websites that offer services, or ways to advertise on the web.",592
1112,Italian,"Per avere successo, una startup deve avere un modello di business chiaro: come si guadagna, chi paga e quanto costa. Gli investitori vogliono una squadra forte, un piano realistico e una strada per crescere nei prossimi anni. Le","startup richiedono fasi diverse: idee, prototipo, test e prima vendita.",659
1113,English,"To succeed, a startup must have a clear business model: how to earn money, who pays and how much it costs. Investors want a strong team, a realistic plan and a path to grow in the coming years.","Startups require different phases: ideas, prototype, testing and first sale.",698
1114,Italian,"Il mercato è competitivo e anche un po' rischioso, ma c'è spazio per buone idee e per lavori pazienti. Per i giovani imprenditori, è utile avere una rete di contatti, partecipare a incontri e presentare progetti in modo semplice. È importante avere pazienza: i tempi di guadagno possono essere lunghi. In sintesi, il 12 maggio 2005 è un momento interessante per le","startup: i fondi di rischio esistono, ma servono idee chiare, una squadra affidabile e molta perseveranza.",1005
1115,English,"The market is competitive and also a bit risky, but there is room for good ideas and for patient work. For young entrepreneurs, it is useful to have a network of contacts, attend meetings and present projects in a simple way. It is important",to have patience: the time to earn money can be long.,523
1116,Italian,"Il 23 novembre 2002 molte persone usano Internet per lavoro e per studio. Ma Internet porta anche rischi. Le minacce più comuni sono i virus che arrivano per email, i programmi dannosi scaricati da siti",non affidabili e i tentativi di furto di dati.,404
1117,English,"November 23, 2002 many people use the Internet for work and study. But the Internet also brings risks. The most common threats are viruses that arrive by email, malicious programs downloaded","from unreliable sites, and attempts to steal data.",468
1118,Italian,"A volte i problemi si presentano subito, altre volte restano nascosti nel computer per giorni. Per proteggersi, è importante avere un buon antivirus e un firewall, e tenere i programmi aggiornati. Si devono installare gli aggiornamenti di sicurezza",e fare regolarmente copie di backup dei dati più importanti.,581
1119,English,"Sometimes problems appear immediately, other times they stay hidden in the computer for days. To protect oneself, it is important to have a good antivirus and a firewall, and to keep the programs updated. Updates should be installed and",regular backups of the most important data should be made.,585
1120,Italian,"Se arriva una email sospetta, non aprire l’allegato e non cliccare sui link strani. Le password devono essere forti: usare lettere, numeri e simboli diversi, e cambiarle spesso. Le aziende hanno un team di",sicurezza che controlla la rete e risponde ai problemi.,523
1121,English,"If a suspicious email arrives, do not open the attachment and do not click on strange links. Passwords must be strong: use letters, numbers and different symbols, and change them often. Companies have a security",team that monitors the network and responds to problems.,568
1122,Italian,"Se tutto va bene, i prossimi anni portano più attività pratiche e giochi educativi sul computer. Così l'apprendimento diventa interessante, utile e più facile per ogni studente. Con","la tecnologia, gli studenti imparano a lavorare insieme.",537
1123,English,"School is not only reading and writing, but also using modern tools. If all goes well, the coming years bring more practical activities and educational games on the computer. Thus learning","becomes interesting, useful and easier for every student.",550
1124,Italian,A scuola si fa pratica con i programmi di testo e fogli di calcolo. Io penso che la curiosità guidi l'apprendimento più di ogni libro. Meglio dare a tutti un grande,"accesso agli strumenti tecnologici, così nessuno resta indietro.",607
1125,English,"With technology, students learn to work together. At school you practice with word processing and spreadsheets. I think curiosity guides",learning more than any book.,292
1126,Italian,"Oggi, 21 luglio 1994, scrivo su come l'educazione e la tecnologia si incontrano nelle nostre scuole. Molte aule hanno ora un computer, spesso un IBM compatibile o un Mac. Il computer aiuta a","fare esercizi di matematica, di geografia e di lingua.",509
1127,English,"Today, July 21, 1994, I write about how education and technology meet in our schools. Many classrooms now have a computer, often an IBM-compatible one or a Mac. The computer helps","to do exercises in mathematics, geography, and language.",562
1128,Italian,"Gli studenti digitano testi, contano numeri e cercano informazioni semplici. In classe parliamo di programmi educativi, di CD-ROM e di lezioni guidate. Il CD-ROM è una novità: contiene immagini, foto e quiz.",È utile perché non bisogna sempre scrivere o stampare.,540
1129,English,"Students type texts, count numbers, and search for simple information. In class we talk about educational programs, CD-ROMs, and guided lessons. The CD-ROM is a","novelty: it contains images, photos, and quizzes.",475
1130,Italian,La scuola possiede una sala informatica o un computer in ogni aula. A volte c'è un videoproiettore per mostrare immagini durante la lezione. Gli insegnanti spiegano,come usare il computer in modo semplice.,417
1131,English,It is useful because you do not always have to write or print. The school has a computer room or a computer in every classroom. Sometimes there is,a projector to show images during the lesson.,445
1132,Italian,Guardiamo anche la televisione educativa in alcune lezioni di storia e scienze. Con la videocassetta possiamo rivedere una spiegazione e imparare con calma. La tecnologia,"non sostituisce il professore, ma lo sostiene.",433
1133,English,Teachers explain how to use the computer in a simple way. We also watch educational television in some history and science lessons. With the video cassette we,can review an explanation and learn calmly.,432
1134,Italian,"L'insegnante continua a spiegare, ma ora usa strumenti diversi per spiegare meglio. In biblioteca troviamo dizionari online e raccolte di immagini su dischi. Per i compiti abbiamo spesso",una pagina da stampare o leggere sul computer.,466
1135,English,"Technology does not replace the teacher, but supports him/her. The teacher continues to explain, but now uses different tools to explain better. In the library we find online",dictionaries and collections of images on disks.,464
1136,Italian,"Pochi studenti hanno un proprio computer a casa, ma molti usano la scuola. La lingua inglese appare come una nuova opportunità: si può leggere su Internet. Ma l'uso di",Internet in città è ancora raro e lento.,365
1137,English,"For homework we often have a page to print or read on the computer. Few students have their own computer at home, but many use the school. English language appears as a",new opportunity: you can read on the Internet.,455
1138,Italian,"Con email e chat educative, i ragazzi imparano a comunicare in modo semplice. Tutto questo richiede tempo, pazienza e regole chiare sull'uso della tecnologia. I genitori chiedono dove andiamo, se","lo studio resta serio, se si resta liberi.",365
1139,English,"But the use of the Internet in the city is still rare and slow. With email and educational chats, boys and girls learn to communicate in a simple way. All this requires time,","patience, and clear rules on the use of technology.",489
1140,Italian,"Rispondo che l'obiettivo è imparare a pensare, non solo a usare la macchina. In futuro, spero che la tecnologia renda ogni studente curioso e sicuro. Per ora, basta un libro, una lavagna",e una macchina per scrivere insieme a un computer.,507
1141,English,"Parents ask where we are going, whether study remains serious, whether we stay free. I answer that the goal is to learn to think, not only to use the machine. In the future,",I hope technology makes every student curious and confident.,605
1142,Spanish,Hoy es 03.09.2011. Escribo sobre telecomunicaciones y la expansión de la 5G. En mi ciudad hay teléfonos móviles y computadoras. Las,redes de telecomunicaciones crecen cada año.,450
1143,English,Today is 03.09.2011. I write about telecommunications and the expansion of 5G. In my city there are mobile phones and computers.,The telecommunications networks grow every year.,507
1144,Spanish,"Ahora, en 2011, hay mucho interés en la red 4G. Algunas ciudades ya tienen 4G y otras lo están probando. La 4G es rápida. Con 4G se puede navegar por internet,",ver videos y escuchar música desde el móvil.,443
1145,English,"Now, in 2011, there is a lot of interest in the 4G network. Some cities already have 4G and others are testing it. 4G is fast. With 4G you can browse the internet, watch videos, and listen to music from your mobile. Many","people use their phone to call, send messages, and see news.",590
1146,Spanish,"Muchas personas usan su teléfono para llamar, enviar mensajes y ver noticias. Sobre 5G: los expertos hablan de una nueva generación de redes móviles para el futuro. 5G significa",quinta generación. Aún no está en todas partes.,461
1147,English,"About 5G: experts talk about a new generation of mobile networks for the future. 5G means fifth generation. It is not everywhere yet. In 2011,",the idea is to research and plan.,312
1148,Spanish,"En 2011, la idea es investigar y planificar. Las empresas y los científicos estudian cómo hacer 5G. Con 5G, las redes podrían ser",más rápidas y con menos retrasos.,338
1149,English,"Companies and scientists study how to make 5G. With 5G, networks could be faster and with less delay. This would allow downloading a movie in",seconds and making video calls without interruptions.,528
1150,Spanish,"Esto permitiría descargar una película en segundos y hacer videollamadas sin interrupciones. También podría ayudar a que muchos dispositivos estén conectados; por ejemplo, coches, sensores en la ciudad y electrodomésticos en casa. La",expansión de 5G será lenta y podría tardar años.,472
1151,English,"It could also help many devices stay connected; for example, cars, sensors in the city, and appliances at home. The expansion of 5G will be slow and could take years. In 2011, 4G already reaches",some cities in my country and in other countries.,479
1152,Spanish,"En 2011, la 4G ya llega a algunas ciudades de mi país y de otros países. Las autoridades y las empresas trabajan para poner más torres de telefonía y fibra óptica. La gente quiere buena conexión","en la casa, en la escuela y en los trenes.",388
1153,English,"Authorities and companies work to put more cellular towers and fiber optics. People want good connection at home, at school, and on trains. Students, workers, and families want to watch videos, use","apps, and play on the internet without problems.",473
1154,Spanish,"Las redes pueden ayudar a la educación, a la medicina y a la seguridad. Con internet, los médicos pueden consultar a otros especialistas. Los turistas pueden",llamar a casa y compartir fotos fácilmente.,420
1155,English,"With the internet, doctors can consult other specialists. Tourists can call home and share photos easily. But there are problems: more energy is needed, privacy must be protected, and rules must",be made to use the radio spectrum properly.,431
1156,Spanish,"Pero hay problemas: se necesita más energía, hay que cuidar la privacidad y hacer reglas para usar el espectro de radio. Las ciudades pequeñas también quieren buenas redes para que la gente pueda trabajar y estudiar.","En resumen, la expansión de las telecomunicaciones cambia la vida.",665
1157,English,"Small towns also want good networks so people can work and study. In short, the expansion of telecommunications changes life. In 03.09.2011 you can",already see the benefits of fast networks.,401
1158,Spanish,"En 03.09.2011 ya se ven los beneficios de las redes rápidas. Se piensa en 5G para el futuro. Si todo va bien, en los próximos años habrá más teléfonos, más",internet en la calle y más cosas conectadas.,425
1159,English,"People think about 5G for the future. If everything goes well, in the coming years there will be more phones, more internet on the street, and more connected things. I talk with my friends and we",hope to see how 5G develops little by little.,428
1160,Spanish,"Hoy es 17 de noviembre de 1999. En mi ciudad, el mercado de trabajo está cambiando rápidamente. Antes había muchos empleos en",la industria y en las fábricas.,285
1161,English,"Today is November 17, 1999. In my city, the labor market is changing rapidly. Before there were many jobs",in industry and in factories.,273
1162,Spanish,"Existe la idea de que la educación es la mejor forma de avanzar. Si estudias y practicas, puedes mejorar tu salario. En la ciudad hay","más puestos en banca, turismo y servicios.",418
1163,English,"There is the idea that education is the best way to advance. If you study and practice, you can improve your salary. In the city there are","more positions in banking, tourism, and services.",481
1164,Spanish,"Es un tiempo de cambios, con dudas, pero también con posibilidades. Si trabajas con paciencia y constancia, puedes encontrar un buen trabajo. El futuro del mercado de trabajo",depende de la educación y de la flexibilidad.,438
1165,English,"It is a time of changes, with doubts, but also with possibilities. If you work with patience and consistency, you can find a good job. The future of",the labor market depends on education and flexibility.,527
1166,Spanish,"Escribo estas líneas el 01.04.2011. En nuestra ciudad hay carreteras, autopistas y calles. Las autopistas son grandes y modernas,",pero a veces hay baches.,248
1167,English,"I am writing these lines on 01.04.2011. In our city there are roads, highways, and streets. The highways are large and","modern, but there are sometimes potholes.",417
1168,Spanish,"El gobierno reparó algunas autopistas este año y construyó nuevas rutas. En la ciudad, el transporte público es muy usado: autobuses, tranvías y un metro que funciona desde hace unos años. Los trenes regionales conectan ciudades cercanas",y son una opción rápida para ir a la capital.,423
1169,English,"The government repaired some highways this year and built new routes. In the city, public transport is very used: buses, trams, and a metro that has been running for a few years. Regional trains connect nearby cities",and are a fast option to go to the capital.,395
1170,Spanish,También se usan cada vez más bicicletas: hay carriles bici y un sistema de alquiler en algunas calles. La gente camina o usa la bicicleta cuando el tiempo es bueno. Se están construyendo puentes y túneles para que,la gente llegue mejor a los barrios y al centro.,449
1171,English,More and more bicycles are also used: there are bike lanes and a bike rental system in some streets. People walk or use the bicycle when the weather is good. Bridges and tunnels are being built so,that people reach the neighborhoods and the center more easily.,620
1172,Spanish,"Un nuevo puente facilita ir al centro, y un túnel ayuda a evitar atascos en días de lluvia. La infraestructura de transporte es clave para la vida diaria: llega la comida, van los trabajadores y vienen los estudiantes. Los gastos para estas","obras son altos, pero pueden ahorrar tiempo y mejorar la seguridad.",658
1173,English,"A new bridge makes going to the center easier, and a tunnel helps to avoid traffic jams on rainy days. Transportation infrastructure is key for daily life: food arrives, workers go to work, and students come back. The costs for these","works are high, but they can save time and improve safety.",574
1174,Spanish,"En 2011, muchas ciudades planean ampliar el transporte público, mejorar la señalización y hacer que los viajes sean más cómodos. También se quiere reducir la contaminación y tener menos coches en las calles. Las escuelas, los hospitales",y las tiendas se benefician cuando el transporte funciona bien.,605
1175,English,"In 2011, many cities plan to expand public transport, improve signage, and make trips more comfortable. There is also a desire to reduce pollution and have fewer cars on the streets. Schools,","hospitals, and shops benefit when transport works well.",543
1176,Spanish,"En resumen, la infraestructura de transporte conecta a las personas con el trabajo, la escuela y la familia, y ayuda a que la economía funcione. Este tema merece atención cada año para que todo sea más seguro",y accesible para todos. Las estaciones están limpias y seguras.,607
1177,English,"In short, transport infrastructure connects people with work, school, and family, and helps the economy to function. This topic deserves attention every year so that everything is safer and accessible",for everyone. The stations are clean and safe.,443
1178,Spanish,"Hoy, 6 de mayo de 2005, hay noticias en el mundo del deporte. El tema principal es la economía de la industria. La televisión y los derechos de TV siguen cambiando mucho. Las ligas importantes negocian",con cadenas de TV y con empresas de cable.,438
1179,English,"Today, May 6, 2005, there is news in the world of sport. The main topic is the economy of the industry. Television and TV rights are still changing a lot. The major",leagues negotiate with TV networks and with cable companies.,616
1180,Spanish,"Los acuerdos de derechos traen dinero para los clubes, los jugadores y los aficionados. Con el dinero, los clubes pueden pagar mejores sueldos y mejorar los estadios.",También pueden invertir en formación de jóvenes.,493
1181,English,"The rights deals bring money to clubs, players, and fans. With the money, clubs can pay better salaries and improve the stadiums. They can",also invest in training for young people.,393
1182,Spanish,"En muchos países, los clubes dicen que el deporte es una parte de la cultura y de la economía. A los fans les gusta ver los partidos en la televisión o en los estadios. En esta época, los teléfonos móviles",e Internet empiezan a cambiar la forma de ver el deporte.,559
1183,English,"In many countries, clubs say that sport is part of culture and part of the economy. Fans like to watch matches on television or in the stadiums. At this time, mobile phones and the",Internet are starting to change how people watch sport.,537
1184,Spanish,Las marcas quieren ser vistas por millones de personas. Un patrocinador suele pagar para colocar su logo en la camiseta o en el estadio. Los patrocinios hacen que,el deporte sea más atractivo para los jóvenes.,443
1185,English,Brands want to be seen by millions of people. A sponsor usually pays to put its logo on the shirt or on the stadium. Sponsorship,makes sport more attractive to young people.,443
1186,Spanish,"Las academias y las escuelas deportivas tienen más apoyo. Los jóvenes aprenden técnica, disciplina y trabajo en equipo. En el fútbol, la Liga española, la Premier League y otras",grandes ligas están en un periodo de cambios.,450
1187,English,"Academies and sports schools have more support. Young people learn technique, discipline, and teamwork. In football, the Spanish league, the English Premier League, and other big",leagues are in a period of change.,332
1188,Spanish,"Se habla de mejoras en las instalaciones, de seguridad en los estadios y de normas para los grandes eventos. El deporte femenino crece, con más partidos televisados y más patrocinios, pero todavía hay diferencias con el deporte masculino. En","muchas noticias, la salud de los atletas es un tema.",495
1189,English,"There is talk of improvements in facilities, stadium safety, and rules for big events. Women’s sport grows, with more televised matches and more sponsorships, but there are still differences with men’s sport.","In many news reports, athletes’ health is a topic.",472
1190,Spanish,"Las ligas estudian prevenir lesiones y cuidar a los jugadores. En resumen, 2005 es un año de cambios para la industria del deporte. El dinero, la tecnología y la pasión de la gente",forman una nueva realidad que se ve cada día.,453
1191,English,"Leagues study injury prevention and care for players. In short, 2005 is a year of change for the sports industry. Money, technology, and the passion of people form",a new reality that is seen every day.,351
1192,Spanish,"La gente compra más teléfonos móviles, ordenadores portátiles y reproductores de música. También hay cámaras digitales y televisores planos. En las calles se ve publicidad de",estos productos y todo parece muy moderno.,440
1193,English,"People buy more mobile phones, laptops, and music players. There are also digital cameras and flat-screen televisions. On the streets you see advertisements for",these products and everything seems very modern.,496
1194,Spanish,"Un teléfono móvil ya no solo llama; muchos modelos hacen fotos, navegan por Internet y envían mensajes. Algunas personas lo usan como agenda o como GPS. Los reproductores de música ayudan a",escuchar canciones en casa o en el transporte.,449
1195,English,"A mobile phone is no longer only for calling; many models take photos, browse the Internet, and send messages. Some people use it as a calendar or as GPS. Music players help to",listen to songs at home or on the move.,387
1196,Spanish,Las cámaras digitales permiten sacar fotos buenas sin necesitar mucha experiencia. Las laptops son ligeras y se pueden llevar a la escuela o al trabajo. En casa se ve la televisión con un televisor grande;,algunos tienen conexión a Internet y pueden ver vídeos.,545
1197,English,Digital cameras let you take good photos without much experience. Laptops are light and you can take them to school or work. At home you watch television on a big screen; some,have Internet connection and you can watch videos.,507
1198,Spanish,"A veces voy a la tienda y veo que los precios cambian cada semana. La gente compara características: memoria, tamaño de la pantalla, duración de la batería y facilidad de uso. Es importante pensar si se necesita una máquina que se conecte a Internet de forma rápida o",si basta con un teléfono móvil sencillo para llamar y mandar mensajes.,690
1199,English,"Sometimes I go to the store and see that prices change every week. People compare features: memory, screen size, battery life, and ease of use. It is important to think if you need a machine that connects to Internet quickly or if",a simple mobile phone is enough to call and send messages.,585
1200,Spanish,"En mi familia usamos la tecnología con cuidado: cargamos las baterías, protegemos las cuentas y guardamos los cables en un cajón. Aunque la tecnología puede ser cara, a muchos les gusta y dicen que facilita",la vida. Mañana seguiré leyendo noticias sobre estos aparatos.,606
1201,English,"In my family we use technology carefully: we charge the batteries, protect accounts, and keep cables in a drawer. Although technology can be expensive, many people like it and say that it makes life easier.",Tomorrow I will continue reading news about these devices.,589
1202,Spanish,"Hoy, 5 de noviembre de 2010, escribo sobre las innovaciones en la salud. En muchos países, la atención médica está cambiando. Los médicos usan ideas y",herramientas nuevas para ayudar a las personas.,471
1203,English,"Today, November 5, 2010, I am writing about innovations in health. In many countries, medical care is changing. Doctors use new",ideas and tools to help people.,301
1204,Spanish,Una gran idea es la telemedicina: los pacientes pueden hablar con el médico desde casa. También se usan historias clínicas electrónicas. Esto ayuda a guardar los datos de,los pacientes y a compartirlos entre hospitales.,457
1205,English,One big idea is telemedicine: patients can talk to the doctor from home. Electronic health records are also used. This helps store patient,data and share them between hospitals.,385
1206,Spanish,"Las máquinas de imagen, como la resonancia magnética, son más rápidas y precisas. Los tratamientos son mejores gracias a la tecnología. Por ejemplo, las cirugías",pueden ser con ayuda de robots pequeños.,416
1207,English,"Imaging machines, such as magnetic resonance imaging (MRI) machines, are faster and more precise. Treatments are better thanks to technology. For example, surgeries",can be assisted by small robots.,313
1208,Spanish,"En el laboratorio, la genética da ideas para curar enfermedades. Muchas personas pueden tomar decisiones de salud con la ayuda de información en internet. Pero es importante cuidar",la privacidad y la seguridad de los datos.,401
1209,English,"In the laboratory, genetics provides ideas to cure diseases. Many people can make health decisions with the help of information on the internet. But it is",important to protect privacy and data security.,452
1210,Spanish,"Con estas innovaciones, la gente puede vivir más tiempo y con menos dolor. Los médicos deben aprender a usar estas herramientas, y los hospitales deben invertir en tecnología. En 2010, el",futuro de la salud parece cercano y esperanzador.,482
1211,English,"With these innovations, people can live longer and with less pain. Doctors must learn to use these tools, and hospitals must invest in technology. In 2010, the",future of health looks close and hopeful.,397
1212,Spanish,"Además, los laboratorios usan menos papel y guardan los datos de forma digital. Las personas con enfermedades crónicas tienen mejores controles y más apoyo.","Cada día, más ciudades aceptan estas ideas.",429
1213,English,"Also, laboratories use less paper and store data digitally. People with chronic diseases have better control and more support. Every","day, more cities adopt these ideas.",337
1214,Spanish,"Hoy, 05.03.2016, quiero escribir sobre las redes sociales y las plataformas digitales. Son herramientas muy útiles que usan muchas personas cada día. Con ellas puedo hablar con mis amigos, ver fotos y videos, escuchar música y buscar información. En mi","país, las redes más populares son Facebook, YouTube, WhatsApp e Instagram.",765
1215,English,"Today, 05.03.2016, I want to write about social networks and digital platforms. They are very useful tools that many people use every day. With them I can talk to my friends, see photos and videos, listen to music and search for information. In my","country, the most popular networks are Facebook, YouTube, WhatsApp and Instagram.",845
1216,Spanish,"También hay Twitter, Telegram y otras plataformas. Las personas comparten mensajes, fotos, enlaces y noticias. A veces pasamos mucho tiempo mirando las publicaciones de los contactos. Es fácil pensar que todo","es real, pero a veces no lo es.",289
1217,English,"There is also Twitter, Telegram, and other platforms. People share messages, photos, links and news. Sometimes we spend a lot of time looking at the posts of our contacts. It is easy to think","that everything is real, but sometimes it is not.",454
1218,Spanish,Por eso es importante pensar antes de compartir algo. Las cosas buenas de estas herramientas son muchas. Podemos estar en contacto con,"la familia, incluso si está lejos.",305
1219,English,So it is important to think before sharing something. The good things about these tools are many. We can stay in touch with the,"family, even if they are far away.",325
1220,Spanish,"Si quiero mejorar mi español, miro videos cortos y leo descripciones simples. Si quiero aprender a cocinar, sigo cuentas con recetas fáciles. Además, en las redes podemos conocer",gente que comparte intereses similares a los nuestros.,523
1221,English,"If I want to improve my Spanish, I watch short videos and read simple descriptions. If I want to learn to cook, I follow accounts with easy recipes. Also, on the networks we",can meet people who share similar interests to ours.,507
1222,Spanish,"Sin embargo, hay cosas que no me gustan. A veces hay bulos, comentarios groseros o publicaciones que explotan a otras personas. Por eso es importante no creer todo",lo que se lee y verificar las fuentes.,349
1223,English,"However, there are things I do not like. Sometimes there is fake news, rude comments or posts that exploit other people. Therefore it is important not to believe",everything you read and to check sources.,413
1224,Spanish,"Escrito el 07.05.2005, en una ciudad tranquila, voy a hablar de transporte y de la red de calles. En la ciudad hay autobuses, trenes y coches. La gente va al trabajo en autobús o en tren.",En las calles se ven autobuses grandes y pequeños.,499
1225,English,"Written on 07.05.2005, in a quiet city, I am going to talk about transport and the road network. In the city there are buses, trains and cars. People go to work by bus or by train.",On the streets you see big and small buses.,421
1226,Spanish,El gobierno invierte en más paradas de autobús para que los estudiantes lleguen a la escuela sin tardar. También se está construyendo una carretera nueva que cruza el río y un puente grande. En el aeropuerto cercano llegan,vuelos cada semana y eso facilita viajar a otros países.,531
1227,English,The government invests in more bus stops so that students arrive at school on time. A new road is also being built that crosses the river and a large bridge. In the nearby airport flights arrive,every week and that makes traveling to other countries easier.,602
1228,Spanish,"Si llueve, la gente usa paraguas y las paradas tienen techo. En general, la situación de transporte en 2005 parece estable y con buenas promesas para el futuro cercano. Muchas personas esperan",que todo siga mejorando en los próximos años.,462
1229,English,"If it rains, people use umbrellas and the stops have a roof. Overall, the transport situation in 2005 seems stable and with good promises for the near future. Many people hope that",everything continues to improve in the coming years.,522
1230,Spanish,"La publicidad quiere vender cosas, pero uno puede pensar y elegir con cuidado. La familia y los amigos enseñan valores como el respeto, la honestidad y la solidaridad. En la",sociedad hay diferencias de ideas y de ingresos.,469
1231,English,"Advertising wants to sell things, but one can think and choose carefully. Family and friends teach values like respect, honesty, and solidarity. In society there",are differences of ideas and of income.,382
1232,Spanish,"La educación puede ayudar a entender las reglas y a respetar a los demás. La filosofía y la ética no ofrecen respuestas simples, pero ayudan a pensar con calma y a actuar con honestidad. Debemos invitar a los jóvenes y a los mayores a","reflexionar, a preguntar y a actuar con responsabilidad hacia los otros.",682
1233,English,"Education can help to understand the rules and to respect others. Philosophy and ethics do not offer simple answers, but they help to think calmly and to act with honesty. We should invite young people and adults to reflect,","to ask questions, and to act with responsibility toward others.",597
1234,Spanish,"Hoy, 19 de junio de 2010, hay muchos cambios en la tecnología militar. Los países buscan formas de protegerse y de pelear con menos riesgo para las personas. Una parte grande de estos avances son los drones, o vehículos aéreos no tripulados. En muchos países ya",se usan para observar zonas grandes y para ayudar a las tropas.,614
1235,English,"Today, June 19, 2010, there are many changes in military technology. Countries seek ways to protect themselves and to fight with less risk for people. A large part of these advances are drones, or unmanned aerial vehicles. In many countries they are",already used to observe large areas and to help the troops.,565
1236,Spanish,"Los drones llevan cámaras y sensores, y pueden volar varias horas. Esto da información rápida sobre el terreno. Otro gran avance es la precisión de los misiles y de las municiones. Los misiles guiados por GPS o",por sensores pueden llegar a su objetivo con menos errores.,583
1237,English,"The drones carry cameras and sensors, and they can fly several hours. This provides quick information about the terrain. Another big advance is the precision of missiles and munitions. The missiles guided by GPS or",by sensors can reach their target with fewer errors.,497
1238,Spanish,"Esto ayuda a evitar daños a civiles y a edificios. También se estudian radares nuevos y mejores con más velocidad de detección. Las comunicaciones entre aviones, barcos y soldados cambian poco a poco:",la información llega más rápido y se comparte mejor.,521
1239,English,"This helps to avoid damage to civilians and to buildings. They also study new and better radars with more speed of detection. Communications between airplanes, ships and soldiers change little by",little: information arrives faster and is shared better.,507
1240,Spanish,"Por eso, en 2010 la ciencia y los gobiernos trabajan con cautela para usar estas ideas de forma responsable. Además, se estudian baterías nuevas y motores más eficientes para que los vehículos sean más silenciosos. Se prueban tecnologías para detectar minas y otros peligros","en el campo, para que el personal trabaje con menos riesgos.",591
1241,English,"Therefore, in 2010 science and governments work with caution to use these ideas in a responsible way. Additionally, batteries are studied and engines more efficient so that the vehicles are quieter. Technologies are tested to detect mines and other dangers","in the field, so that personnel work with fewer risks.",511
1242,Spanish,"La cooperación entre países es común en la investigación, y esto ayuda a avanzar más rápido. Pero cada nuevo aparato trae preguntas sobre seguridad y uso correcto. En la vida diaria, estos cambios no siempre se ven, pero influyen en la",defensa de los países y en la vida de las personas.,485
1243,English,"Cooperation between countries is common in research, and this helps to advance faster. But every new device raises questions about security and correct use. In daily life, these changes are not always visible, but they influence",the defense of countries and the lives of people.,468
1244,Spanish,"Escrito el 01.08.2002. En este momento quiero escribir sobre la electrónica de consumo y los gadgets que la gente usa cada día para estudiar, trabajar y divertirse. En las tiendas hay muchos productos nuevos y se ven pantallas grandes, botones fáciles y logotipos brillantes. La gente compra teléfonos móviles, cámaras","digitales, computadoras y reproductores de música para la casa o para la oficina.",782
